Document;Tablet;Passage;Type;Published;Checked;Chronology;Typology;Notes
Archi1986e;75.1382;Unknown;;No;No;;;
Archi1986e;75.1885;Unknown;;No;No;;;
Archi1986e;75.1393;Unknown;;No;No;;;
Archi1986e;75.1896;Unknown;;No;No;;;
Archi1986e;75.1418;Unknown;;No;No;;;
Archi1986e;75.1898;Unknown;;No;No;;;
Archi1986e;75.1419;Unknown;;No;No;;;
Archi1986e;75.1900;Unknown;;No;No;;;
Archi1986e;75.1438;Unknown;;No;No;;;
Archi1986e;75.1903;Unknown;;No;No;;;
Archi1986e;75.1442;Unknown;;No;No;;;
Archi1986e;75.1913;Unknown;;No;No;;;
Archi1986e;75.1522;Unknown;;No;No;;;
Archi1986e;75.1916;Unknown;;No;No;;;
Archi1986e;75.1643;Unknown;;No;No;;;
Archi1986e;75.1917;Unknown;;No;No;;;
Archi1986e;75.1922;Unknown;;No;No;;;
Archi1986e;75.1675;Unknown;;No;No;;;
Archi1986e;75.1923;Unknown;;No;No;;;
Archi1986e;75.1688;Unknown;;No;No;;;
Archi1986e;75.1933;Unknown;;No;No;;;
Archi1986e;75.1701;Unknown;;No;No;;;
Archi1986e;75.1935;Unknown;;No;No;;;
Archi1986e;75.1703;Unknown;;No;No;;;
Archi1986e;75.1942;Unknown;;No;No;;;
Archi1986e;75.1706;Unknown;;No;No;;;
Archi1986e;75.1944;Unknown;;No;No;;;
Archi1986e;75.1707;Unknown;;No;No;;;
Archi1986e;75.1943;Unknown;;No;No;;;
Archi1986e;75.2409;Unknown;;No;No;;;
Archi1986e;75.2417;Unknown;;No;No;;;
Archi1986e;75.1945;Unknown;;No;No;;;
Archi1986e;75.1980;Unknown;;No;No;;;
Archi1986e;75.2418;Unknown;;No;No;;;
Archi1986e;75.1988;Unknown;;No;No;;;
Archi1986e;75.2012;Unknown;;No;No;;;
Archi1986e;75.2428;Unknown;;No;No;;;
Archi1986e;75.2429;Unknown;;No;No;;;
Archi1986e;75.2039;Unknown;;No;No;;;
Archi1986e;75.2070;Unknown;;No;No;;;
Archi1986e;75.2233;Unknown;;No;No;;;
Archi1986e;75.2242;Unknown;;No;No;;;
Archi1986e;75.2432;Unknown;;No;No;;;
Archi1986e;75.2245;Unknown;;No;No;;;
Archi1986e;75.2434;Unknown;;No;No;;;
Archi1986e;75.2246;Unknown;;No;No;;;
Archi1986g;75.2247;Unknown;;No;No;;;
Archi1987b;75.2435;Unknown;;No;No;;;
Archi1987b;75.2248;Unknown;;No;No;;;
Archi1987b;75.2437;Unknown;;No;No;;;
Archi1987b;75.2250;Unknown;;No;No;;;
Archi1987b;75.2441;Unknown;;No;No;;;
Archi1987b;75.2259;Unknown;;No;No;;;
Archi1987b;75.2447;Unknown;;No;No;;;
Archi1987b;75.2267;Unknown;;No;No;;;
Archi1987c;75.2450;Unknown;;No;No;;;
Archi1987c;75.2453;Unknown;;No;No;;;
Archi1987c;75.2272;Unknown;;No;No;;;
Archi1987c;75.2273;Unknown;;No;No;;;
Archi1987c;75.2454;Unknown;;No;No;;;
Archi1987c;75.2274;Unknown;;No;No;;;
Archi1987c;75.2460;Unknown;;No;No;;;
Archi1987e;75.2277;Unknown;;No;No;;;
Archi1987e;75.2461;Unknown;;No;No;;;
Archi1987e;75.2279;Unknown;;No;No;;;
Archi1987e;75.2462;Unknown;;No;No;;;
Archi1987e;75.2280;Unknown;;No;No;;;
Archi1987e;75.2463;Unknown;;No;No;;;
Archi1987e;75.2281;Unknown;;No;No;;;
Archi1987e;75.2465;Unknown;;No;No;;;
Archi1987e;75.2289;Unknown;;No;No;;;
Archi1987e;75.2304;Unknown;;No;No;;;
Archi1987e;75.2467;Unknown;;No;No;;;
Archi1987e;75.2325;Unknown;;No;No;;;
Archi1987e;75.2474;Unknown;;No;No;;;
Archi1987e;75.2331;Unknown;;No;No;;;
Archi1987e;75.2332;Unknown;;No;No;;;
Archi1987e;75.2484;Unknown;;No;No;;;
Archi1987e;75.2334;Unknown;;No;No;;;
Archi1987e;75.2489;Unknown;;No;No;;;
Archi1987e;75.2336;Unknown;;No;No;;;
Archi1987e;75.2499;Unknown;;No;No;;;
Archi1987e;75.2352;Unknown;;No;No;;;
Archi1987e;75.2502;Unknown;;No;No;;;
Archi1987e;75.2364;Unknown;;No;No;;;
Archi1987e;75.2504;Unknown;;No;No;;;
Archi1987e;75.2365;Unknown;;No;No;;;
Archi1987e;75.2505;Unknown;;No;No;;;
Archi1987e;75.2368;Unknown;;No;No;;;
Archi1987e;75.2506;Unknown;;No;No;;;
Archi1987e;75.2369;Unknown;;No;No;;;
Archi1987e;75.2508;Unknown;;No;No;;;
Archi1987e;75.2370;Unknown;;No;No;;;
Archi1987e;75.2518;Unknown;;No;No;;;
Archi1987e;75.2375;Unknown;;No;No;;;
Archi1987e;75.2524;Unknown;;No;No;;;
Archi1987e;75.2401;Unknown;;No;No;;;
Archi1987e;75.2526;Unknown;;No;No;;;
Archi1987e;75.2529;Unknown;;No;No;;;
Archi1987e;75.10143;Unknown;;No;No;;;
Archi1987e;75.2573;Unknown;;No;No;;;
Archi1987e;75.2585;Unknown;;No;No;;;
Archi1987e;75.10150;Unknown;;No;No;;;
Archi1987e;75.2594;Unknown;;No;No;;;
Archi1987e;75.10153;Unknown;;No;No;;;
Archi1987e;75.10159;Unknown;;No;No;;;
Archi1987e;75.2608;Unknown;;No;No;;;
Archi1987e;75.10163;Unknown;;No;No;;;
Archi1987e;75.10164;Unknown;;No;No;;;
Archi1987e;75.2643;Unknown;;No;No;;;
Archi1987e;75.10182;Unknown;;No;No;;;
Archi1987e;75.2647;Unknown;;No;No;;;
Archi1987e;75.2653;Unknown;;No;No;;;
Archi1987e;75.10183;Unknown;;No;No;;;
Archi1987e;75.4148;Unknown;;No;No;;;
Archi1987e;75.10184;Unknown;;No;No;;;
Archi1987e;75.4269;Unknown;;No;No;;;
Archi1987e;75.10191;Unknown;;No;No;;;
Archi1987e;75.4403;Unknown;;No;No;;;
Archi1987e;75.10199;Unknown;;No;No;;;
Archi1987e;75.4840;Unknown;;No;No;;;
Archi1987e;75.10201;Unknown;;No;No;;;
Archi1987e;15375.496611*;Unknown;;No;No;;;
Archi1987e;75.5051;Unknown;;No;No;;;
Archi1987e;75.10210;Unknown;;No;No;;;
Archi1987e;75.5442;Unknown;;No;No;;;
Archi1987e;75.5898;Unknown;;No;No;;;
Archi1987e;75.5993;Unknown;;No;No;;;
Archi1987e;75.10229;Unknown;;No;No;;;
Archi1987e;75.10016;Unknown;;No;No;;;
Archi1987f;75.10029;Unknown;;No;No;;;
Archi1987f;75.10252;Unknown;;No;No;;;
Archi1987f;75.10033;Unknown;;No;No;;;
Archi1987f;75.11333;Unknown;;No;No;;;
Archi1987f;75.11502;Unknown;;No;No;;;
Archi1987f;75.10045;Unknown;;No;No;;;
Archi1987f;75.11656;Unknown;;No;No;;;
Archi1987f;75.10049;Unknown;;No;No;;;
Archi1987f;75.11723;Unknown;;No;No;;;
Archi1987f;75.10069;Unknown;;No;No;;;
Archi1987f;75.11724;Unknown;;No;No;;;
Archi1987f;75.11752;Unknown;;No;No;;;
Archi1987f;75.10072;Unknown;;No;No;;;
Archi1987g;75.11805;Unknown;;No;No;;;
Archi1987g;75.10074;Unknown;;No;No;;;
Archi1987g;75.12011;Unknown;;No;No;;;
Archi1987g;75.10076;Unknown;;No;No;;;
Archi1987g;75.12105;Unknown;;No;No;;;
Archi1987g;75.10079;Unknown;;No;No;;;
Archi1987g;75.12209;Unknown;;No;No;;;
Archi1987g;75.12408;Unknown;;No;No;;;
Archi1987g;75.10083;Unknown;;No;No;;;
Archi1987g;75.12413;Unknown;;No;No;;;
Archi1987g;75.12542;Unknown;;No;No;;;
Archi1987g;75.10121;Unknown;;No;No;;;
Archi1987g;75.10124;Unknown;;No;No;;;
Archi1987g;75.11696;Unknown;;No;No;;;
Archi1987g;75.10128;Unknown;;No;No;;;
Archi1987g;75.10129;Unknown;;No;No;;;
Archi1987h;75.10130;Unknown;;No;No;;;
Archi1987h;75.10131;Unknown;;No;No;;;
Archi1987h;175;Unknown;;No;No;;;
Archi1987h;75.10132;Unknown;;No;No;;;
Archi1987h;75.10137;Unknown;;No;No;;;
Archi1987h;'-na-sen75;Unknown;;No;No;;;
Archi1987h;75.10139;Unknown;;No;No;;;
Archi1987h;75.10140;Unknown;;No;No;;;
Archi1987h;na-seii75;Unknown;;No;No;;;
Archi1987h;-na-sen75;Unknown;;No;No;;;
Archi1987h;na-sen75;Unknown;;No;No;;;
Archi1987h;-na-«n75;Unknown;;No;No;;;
Archi1987h;Éna-sen75;Unknown;;No;No;;;
Archi1987h;5è-6a-na-sen75;Unknown;;No;No;;;
Archi1987h;75;Unknown;;No;No;;;
Archi1987h;75.1986+;Unknown;;No;No;;;
Archi1987h;75.2367;Unknown;;No;No;;;
Archi1987h;75.;Unknown;;No;No;;;
Archi1987h;75.1370;Unknown;;No;No;;;
Archi1987h;75.10258;Unknown;;No;No;;;
Archi1987h;75.1459;Unknown;;No;No;;;
Archi1987h;75.1226;Unknown;;No;No;;;
Archi1987h;75.1296;Unknown;;No;No;;;
Archi1987h;75.1359;Unknown;;No;No;;;
Archi1987h;75.;Unknown;;No;No;;;
Archi1987h;75.1373;Unknown;;No;No;;;
Archi1987h;75.1357;Unknown;;No;No;;;
Archi1987h;75.1574;Unknown;;No;No;;;
Archi1987h;75.1655;Unknown;;No;No;;;
Archi1987h;75.1350;Unknown;;No;No;;;
Archi1987h;75.1461;Unknown;;No;No;;;
Archi1987h;75.1553;Unknown;;No;No;;;
Archi1987h;75.1686;Unknown;;No;No;;;
Archi1987h;75.1762;Unknown;;No;No;;;
Archi1987h;75.10024;Unknown;;No;No;;;
Archi1987h;75,58;Unknown;;No;No;;;
Archi1987i;75.1553*;Unknown;;No;No;;;
Archi1987i;75.1686*;Unknown;;No;No;;;
Archi1987i;75.2286;Unknown;;No;No;;;
Archi1987i;75.1237;Unknown;;No;No;;;
Archi1987i;1.175;Unknown;;No;No;;;
Archi1987i;75.1491;Unknown;;No;No;;;
Archi1987i;75.1897;Unknown;;No;No;;;
Archi1987i;75.1695;Unknown;;No;No;;;
Archi1987i;475;Unknown;;No;No;;;
Archi1987i;75.1831;Unknown;;No;No;;;
Archi1987i;75.3863;Unknown;;No;No;;;
Archi1987i;75.2340;Unknown;;No;No;;;
Archi1987i;75.2646;Unknown;;No;No;;;
Archi1987i;75.1767;Unknown;;No;No;;;
Archi1987i;75.12448+;Unknown;;No;No;;;
Archi1987i;75.12488+;Unknown;;No;No;;;
Archi1987i;75.2646+;Unknown;;No;No;;;
Archi1987i;5,75;Unknown;;No;No;;;
Archi1987i;75.1244;Unknown;;No;No;;;
Archi1987i;75.10075;Unknown;;No;No;;;
Archi1987i;75.2183;Unknown;;No;No;;;
Archi1987i;75.4969;Unknown;;No;No;;;
Archi1987i;75.1700;Unknown;;No;No;;;
Archi1987i;75.10228+10262;Unknown;;No;No;;;
Archi1987i;75.10249;Unknown;;No;No;;;
Archi1987i;75.1475;Unknown;;No;No;;;
Archi1987i;75.10250;Unknown;;No;No;;;
Archi1987i;75.1451;Unknown;;No;No;;;
Archi1987i;75.1383;Unknown;;No;No;;;
Archi1987i;75.1536;Unknown;;No;No;;;
Archi1987i;75.10178;Unknown;;No;No;;;
Archi1987i;75.1855;Unknown;;No;No;;;
Archi1987i;75.1774;Unknown;;No;No;;;
Archi1987i;75.1250;Unknown;;No;No;;;
Archi1987i;75.2334;Unknown;;No;No;;;
Archi1987i;2375;Unknown;;No;No;;;
Archi1987i;9.75;Unknown;;No;No;;;
Archi1987i;75.1755;Unknown;;No;No;;;
Archi1987i;75.2561;Unknown;;No;No;;;
Archi1987i;75.1391;Unknown;;No;No;;;
Archi1987i;75.2367;Unknown;;No;No;;;
Archi1987i;75.1261;Unknown;;No;No;;;
Archi1987i;75.2278;Unknown;;No;No;;;
Archi1987i;75.2268;Unknown;;No;No;;;
Archi1987i;175;Unknown;;No;No;;;
Archi1987i;75;Unknown;;No;No;;;
Archi1987i;75.1216;Unknown;;No;No;;;
Archi1987i;75.1221;Unknown;;No;No;;;
Archi1987i;75.1252;Unknown;;No;No;;;
Archi1987i;75.1262;Unknown;;No;No;;;
Archi1987i;75.1322;Unknown;;No;No;;;
Archi1987i;75.1324;Unknown;;No;No;;;
Archi1987i;75.1326;Unknown;;No;No;;;
Archi1987i;875.1335;Unknown;;No;No;;;
Archi1987i;75.1;Unknown;;No;No;;;
Archi1987i;1075.1348;Unknown;;No;No;;;
Archi1987i;1175.1351;Unknown;;No;No;;;
Archi1987i;75.1356;Unknown;;No;No;;;
Archi1987i;75.1379;Unknown;;No;No;;;
Archi1987i;75.1389;Unknown;;No;No;;;
Archi1987i;75.1414;Unknown;;No;No;;;
Archi1987i;75.1417;Unknown;;No;No;;;
Archi1987i;75.1427;Unknown;;No;No;;;
Archi1987i;75.1428;Unknown;;No;No;;;
Archi1987i;1975.1524;Unknown;;No;No;;;
Archi1987i;2075.1560;Unknown;;No;No;;;
Archi1987i;75.1568;Unknown;;No;No;;;
Archi1988a;2275.1585;Unknown;;No;No;;;
Archi1988a;75.1588;Unknown;;No;No;;;
Archi1988a;75.1643;Unknown;;No;No;;;
Archi1988a;75.1701;Unknown;;No;No;;;
Archi1988a;2675.1703;Unknown;;No;No;;;
Archi1988a;75.1706;Unknown;;No;No;;;
Archi1988a;75.1748;Unknown;;No;No;;;
Archi1988a;75.1763;Unknown;;No;No;;;
Archi1988a;75.1776;Unknown;;No;No;;;
Archi1988d;75.1787;Unknown;;No;No;;;
Archi1988d;75.1797;Unknown;;No;No;;;
Archi1988d;75.1874;Unknown;;No;No;;;
Archi1988d;3475.1875;Unknown;;No;No;;;
Archi1988d;75.1878;Unknown;;No;No;;;
Archi1988d;75.1884;Unknown;;No;No;;;
Archi1988d;75.1898;Unknown;;No;No;;;
Archi1988d;75.1900;Unknown;;No;No;;;
Archi1988d;3975.2281;Unknown;;No;No;;;
Archi1988d;75.2332;Unknown;;No;No;;;
Archi1988e;75.2334;Unknown;;No;No;;;
Archi1988e;75.2356;Unknown;;No;No;;;
Archi1988e;75.2364;Unknown;;No;No;;;
Archi1988e;75.2401;Unknown;;No;No;;;
